Unnamed: 0,SAVSNET_consult_id,Narrative,SAVSNET MPC,Consult_date,Species,Narrative_cleaned
2671,2411074,"""Significant improvement. Improved within 24 hours last time and remained so, though a little swelling around eye 2 days ago. Bright today, plr menace normal, eye non painful, no third eyelid movement, no enlarged smln, no mouth pain, tnormal., Discussed with o, suspect retro bulb abscess. Need to keep close eye on eye, but at moment is normal and he has improved on abx. Plan to extend abx and if not settling at end go straight for CT. If concerned at all re eye in meantime come in in case things change and it starts to become damaged.""",post_op,08-11-2016 09:02,dog,"""Significant improvement. Improved within 24 hours last time and remained so, though a little swelling around eye 2 days ago. Bright today, plr menace normal, eye non painful, no third eyelid movement, no enlarged smln, no mouth pain, tnormal., Discussed with o, suspect retro bulb abscess. Need to keep close eye on eye, but at moment is normal and he has improved on abx. Plan to extend abx and if not settling at end go straight for CT. If concerned at all re eye in meantime come in in case things change and it starts to become damaged."""
2672,4829936,"""ears again L>R both ears wax and erythema some hair in right ear, ok otherwise advise course of drops rc 7-10 days will probably need more general cleaner at that stage""",other_unwell,31-07-2018 17:42,dog,"""ears again L>R both ears wax and erythema some hair in right ear, ok otherwise advise course of drops rc 7-10 days will probably need more general cleaner at that stage"""
2673,3014410,"""GA to routine open cat castrate. No problems. Broadline applied. <<breed or identifier>> GA and recovery. Next appointment in 3 days. POC castrate""",other_healthy,12-04-2017 09:53,cat,"""GA to routine open cat castrate. No problems. Broadline applied. <<breed or identifier>> GA and recovery. Next appointment in 3 days. POC castrate"""
2674,4375612,"""POC tail wound. Owner reports no concerns at home except struggling with larger BC. Finsihed ab's, still on meloxaid. Dressing stayed in place nicely, removed today. Tail tip one tiny area a little open but scabbed over, approx 1-2mm in length. Small abrasion type wound right of midline approx 2cm from end of tail ?clipping/dressing injury? No heat, pain or swelling, comfortable for exam. Applied bandage - melolin on tail tip and wound on side, small amount softban then cage. Elastoplast to secure cage, light vet wrap and elastoplast to hold dressing in place. Conitnue with BC and re-check tail after weekend. If either wound looks larger may need different bandage or possible revision to surgery. Next appointment in 4 days.""",post_op,05-04-2018 18:33,dog,"""POC tail wound. Owner reports no concerns at home except struggling with larger BC. Finsihed ab's, still on meloxaid. Dressing stayed in place nicely, removed today. Tail tip one tiny area a little open but scabbed over, approx 1-2mm in length. Small abrasion type wound right of midline approx 2cm from end of tail ?clipping/dressing injury? No heat, pain or swelling, comfortable for exam. Applied bandage - melolin on tail tip and wound on side, small amount softban then cage. Elastoplast to secure cage, light vet wrap and elastoplast to hold dressing in place. Conitnue with BC and re-check tail after weekend. If either wound looks larger may need different bandage or possible revision to surgery. Next appointment in 4 days."""
2675,5183594,"main concern: he is not himself. was sick twice last week, no this week. Yesterday did not want to go home, ow removed him from the fence. Really itchy. 6.5 kg. Oa? mm: pink and moist. teeth: molars are tartari but no gum disease, no mouth pain, no halitosis. throat looks ok. abdomen palp: bit hard as overweight, but WNL. heart and lungs are ok. purring. no skeletal pain on exam. friendly cat. skin is full with small wounds dut to massive flea infection!!!.  Tx flea infection, and INI after two months of treatment, will need a recheck. He is really in a good shape compare to his age!. Discussed flea life cycle, and cleaning the house. Flea treatment in every 4 weeks recommended.",other_healthy,11-10-2018 11:28,cat,"main concern: he is not himself. was sick twice last week, no this week. Yesterday did not want to go home, ow removed him from the fence. Really itchy. 6.5 kg. Oa? mm: pink and moist. teeth: molars are tartari but no gum disease, no mouth pain, no halitosis. throat looks ok. abdomen palp: bit hard as overweight, but WNL. heart and lungs are ok. purring. no skeletal pain on exam. friendly cat. skin is full with small wounds dut to massive flea infection!!!.  Tx flea infection, and INI after two months of treatment, will need a recheck. He is really in a good shape compare to his age!. Discussed flea life cycle, and cleaning the house. Flea treatment in every 4 weeks recommended."
2676,622829,"""health check nothing abnormal detected.""",vaccination,19-09-2015 08:57,cat,"""health check nothing abnormal detected."""
2677,2803814,"""<<identifier>> vomiting and scratching. OR scratching++. and last 2 weeks has been vomiting, daily in the last few days. no change in diet. usually fed 6pm daily. always vomits in the day before feeding and is bile only no food. keeping food down and good appetite. CE. BAR. eyes/ears ok. tartar teeth as prev. mms pink and moist crt<2s. chest ausc heart rate 88/min 1/6hm as prev. abdomen relaxed and comfy, lip smacking on palp stomach, formed faeces in colon, nothing abnormal to feel. temperature 38.3c. cannot find any skin lesions, but has live fleas. suspect gastritis. treat with bland diet in multiple small meals, antiemetic and antacid. if persists then rechk for bloods and possible imaging. if resolves then recurs after stopping treatment then consider feeding more smaller meals as management ongoing. havent treated the dogs against fleas but have treated the cats. advise to treat the dogs. advised also treat house, owners have turtles, so advise permethrin toxic to aquatic species. virbac website advises if not posisble to move tank to turn off filter and cover in 2 blankets. offer to call virbac about turtles and owner declined she will take above precaution. went thru all animals reminders and updated them.""",gastroenteric,16-02-2017 15:58,dog,"""<<identifier>> vomiting and scratching. OR scratching++. and last 2 weeks has been vomiting, daily in the last few days. no change in diet. usually fed 6pm daily. always vomits in the day before feeding and is bile only no food. keeping food down and good appetite. CE. BAR. eyes/ears ok. tartar teeth as prev. mms pink and moist crt<2s. chest ausc heart rate 88/min 1/6hm as prev. abdomen relaxed and comfy, lip smacking on palp stomach, formed faeces in colon, nothing abnormal to feel. temperature 38.3c. cannot find any skin lesions, but has live fleas. suspect gastritis. treat with bland diet in multiple small meals, antiemetic and antacid. if persists then rechk for bloods and possible imaging. if resolves then recurs after stopping treatment then consider feeding more smaller meals as management ongoing. havent treated the dogs against fleas but have treated the cats. advise to treat the dogs. advised also treat house, owners have turtles, so advise permethrin toxic to aquatic species. virbac website advises if not posisble to move tank to turn off filter and cover in 2 blankets. offer to call virbac about turtles and owner declined she will take above precaution. went thru all animals reminders and updated them."""
2678,3409143,"""8 weeks old pup. mild D+ since had her. no blood. no vomit. eating well. bright in self. not sure when last wormed exactly. no change of diet. Drinking/urine normal. BAR. T 100F. hydration n. teeth-n for age. HR 140, n sounds. Abdo palp nothing abnormal detected. BCS=5/9-well grown pup. PLAN: keep diet same, worming and pro-bind, advise to rv if not clearing up or worsens at all. RV 2 weeks for DHP + KC.  Next appointment in 2 weeks.""",vaccination,25-07-2017 10:13,dog,"""8 weeks old pup. mild D+ since had her. no blood. no vomit. eating well. bright in self. not sure when last wormed exactly. no change of diet. Drinking/urine normal. BAR. T 100F. hydration n. teeth-n for age. HR 140, n sounds. Abdo palp nothing abnormal detected. BCS=5/9-well grown pup. PLAN: keep diet same, worming and pro-bind, advise to rv if not clearing up or worsens at all. RV 2 weeks for DHP + KC.  Next appointment in 2 weeks."""
2679,3221663,"""Primary vaccination tricat/felv+ 1 x endectrid. no V or D.  but sl pit bellied watch worms. eyes/ears fine not sneezing no discharge form eyes/nose. mouth fine. heart/chest all clear no murmurs abdo no hernia. coat no fleas. ears no ear mites. temp 38.3. adv vacc and 2nd vacc in 3 weeks. Endectrid applied for o and warned re allow it to dry re staining. Next appointment in 3 weeks. 2nd vacc""",vaccination,07-06-2017 16:56,unknown,"""Primary vaccination tricat/felv+ 1 x endectrid. no V or D.  but sl pit bellied watch worms. eyes/ears fine not sneezing no discharge form eyes/nose. mouth fine. heart/chest all clear no murmurs abdo no hernia. coat no fleas. ears no ear mites. temp 38.3. adv vacc and 2nd vacc in 3 weeks. Endectrid applied for o and warned re allow it to dry re staining. Next appointment in 3 weeks. 2nd vacc"""
2680,33178,"""35.8mmol/l at 9.15am""",,30-04-2014 09:24,dog,"""35.8mmol/l at 9.15am"""
2681,4687555,"""Next appointment in 1 week.""",other_unwell,03-07-2018 15:32,dog,"""Next appointment in 1 week."""
2682,4871817,"""cy ulcer still indolent and majority of corenea as before lots of vascularisation but dont feel much chnage- discussing grid to encoruag healing +/- lens. supriosed O still has drops left despite frequency- increase to 6x daily if not already. O not using BC still strongly advise this. Made O aware of do grid may still not heal. Next appointment in 1 week.""",other_unwell,08-08-2018 17:36,dog,"""cy ulcer still indolent and majority of corenea as before lots of vascularisation but dont feel much chnage- discussing grid to encoruag healing +/- lens. supriosed O still has drops left despite frequency- increase to 6x daily if not already. O not using BC still strongly advise this. Made O aware of do grid may still not heal. Next appointment in 1 week."""
2683,4320026,"""Vaccination DHP, L4 and KC (A111C01/A079A01 and A087D01). Solv: A282A02. OR no problems. DUDE normally. no c/s/v/d. PE: BAR.  eyes, ears and nose NAD. teeth have mild tartar, mm pandm CRT <2s, no gingivitis currently so okay to monitor.  cardiac and thoracic ausc NAD. abdo palp NAD. Microchip scanning between shoulder blades.  Happy to vaccinate. Warned of side effects. KC vaccine given out back away from O and other dog as getting very wound up in consult room and snapping a little.  Up to date with f/w.""",vaccination,20-03-2018 12:05,dog,"""Vaccination DHP, L4 and KC (A111C01/A079A01 and A087D01). Solv: A282A02. OR no problems. DUDE normally. no c/s/v/d. PE: BAR.  eyes, ears and nose NAD. teeth have mild tartar, mm pandm CRT <2s, no gingivitis currently so okay to monitor.  cardiac and thoracic ausc NAD. abdo palp NAD. Microchip scanning between shoulder blades.  Happy to vaccinate. Warned of side effects. KC vaccine given out back away from O and other dog as getting very wound up in consult room and snapping a little.  Up to date with f/w."""
